original_word,new_word,Province
建设街道,新湖街道,山东省
新湖街道,光明区,广东省
新生乡,石桥铺镇,四川省
新生公社,新生乡,黑龙江省
新生镇,新生街道,重庆市
侯马乡,新田乡,山西省
新田乡,桥江镇,湖南省
新田乡,新田镇,江西省
新盛乡,定文镇,
新街乡,任市镇,四川省
靖安乡,任市镇,四川省
新街乡,新街镇,广西壮族自治区
新街乡,新街镇,云南省
新街镇,晋城镇,云南省
新观乡,龙王镇,
方兴镇,安西镇,
化龙乡,官盛镇,
方坪乡,官盛镇,
方山乡,老观镇,四川省
奉化区江口街道,方桥街道,
方石坪乡,方石坪镇,
滨湖镇,滨湖街,江苏省
旧县乡,沿口镇,四川省
旧县公社,旧县乡,福建省
平阴县,东平县,山东省
向阳街道,杭州道街道,天津市
启明街道办事处,八家子街道办事处,
新陶官街道办事处,繁荣街道办事处,
营城子街道,李相街道,辽宁省
河西街道,茶淀街道,天津市
茶淀镇,茶淀街道,天津市
旧铺镇,黄花塘镇,
宋家镇,张星镇,山东省
旭日镇,旭日街道,江西省
旭日镇,罗桥街道,江西省
时济乡,"
姑咱镇
",
向工街道,明廉街道,
明月乡,君塘镇,四川省
红岭镇,君塘镇,四川省
明照乡,仙庾镇,
濛江街道,明田街道,
明礼乡,五龙乡,
明祖陵镇,淮河镇,
城北乡,星桥镇,重庆市
招堤街道,春潭街道,
栖凤街道,春潭街道,
晏家乡,林冲镇,湖南省
晏家乡,鱼市镇,湖南省
晓坝镇,桑枣镇,
普仁乡,青平镇,
普兴乡,双福镇,
新津乡,普安乡,重庆市
普安乡,禾丰镇,四川省
赤城镇,普安街道,
普安镇,赵场街道,四川省
花板乡,普安镇,四川省
阳基乡,普安镇,贵州省
宝塔坝乡,"
普安镇",四川省
杨柳乡,"
普安镇",四川省
普岭乡,消水镇,
普诗乡,川兴镇,
普隆乡,新安傣族乡,
纳福街道,景山街道,北京市
魏家街道,景山街道,北京市
朝阳街道,景山街道,福建省
景贤乡,虞丞乡,
五方乡,玉峰镇,
智水乡,玉峰镇,
暨阳镇,暨阳街道,
曙光公社,曙光乡,黑龙江省
曙光公社,曙光乡,内蒙古自治区
曙光乡,新生镇,四川省
曙光乡,华安公社,黑龙江省
曙光公社,曙光街道,吉林省
太平街道,曙光街道,辽宁省
曙光乡,曙光镇,贵州省
利民乡,曲江镇,云南省
李浩寨乡,曲江镇,云南省
曲江乡,曲江镇,江西省
丁寨乡,曲江镇,湖北省
曲江镇,方家镇,四川省
 宜阳街道,曲潭街道,湖南省
曹古乡,彝海镇,
曹家乡,白沙镇,四川省
曹家乡,曹家镇,四川省
白庙乡,曹村镇,陕西省
月华乡,"
礼州镇
",四川省
月华乡,月华镇,
仓桥街道部分区域,月湖街道,浙江省
县学,月湖街道,浙江省
湖西,月湖街道,浙江省
月湖街道,溪水湾社区,湖南省
月湖街道,舟桥路社区,湖南省
望佳镇,双石镇,
望城乡,安福镇,湖南省
望城岗乡,望城街道,安徽省
龙水街道,望城街道,山东省
望滨街道,满堂街道,
朝仪乡,朝仪侗族乡,
朝阳乡,平阳县水头镇,浙江省
朝阳乡,昭化镇,四川省
朝阳公社,朝阳乡,吉林省
朝阳公社,朝阳乡,四川省
朝阳公社,朝阳乡,广西壮族自治区
朝阳公社,朝阳乡,黑龙江省
朝阳乡,零溪镇,湖南省
邕武街道,"朝阳街道
",广西壮族自治区
朝阳门居委会,朝阳街道,江苏省
游方弄居委,朝阳街道,江苏省
西外镇,朝阳街道,四川省
朝阳乡,朝阳街道,湖南省
河西街道,朝阳街道,湖南省
蓝田街道,景山街道,福建省
朝阳城市公社,朝阳街道,重庆市
公园街道,朝阳街道,安徽省
洞山街道,朝阳街道,安徽省
姚哥庄镇,朝阳街道,山东省
静海区,朝阳街道,天津市
团结街道,朝阳街道办事处,新疆维吾尔自治区
朝阳镇,朝阳街道,江苏省
建市之初,朝阳路街道,河南省
朝阳乡,朝阳镇,辽宁省
动力区,香坊区,黑龙江省
木卡乡,薛城镇,
木头乡,渡市镇,四川省
木子镇,百节镇,四川省
木老镇,都尉街道,
顶效镇,木陇街道,贵州省
朱元乡,铁溪镇,
朱公乡,正直镇,
朱坝镇,朱坝街道办事处,
朱良桥乡,双江口镇,
朱镇乡,洪山镇,
机场前街道,机场街道,辽宁省
杉板乡,停弦渡镇,
杉树堡乡,锦城镇,
海湾乡,锦城镇,
李家乡,李家镇,四川省
汪家乡,李家镇,四川省
李家乡,石河镇,四川省
李家塅镇,弼时镇,
保河堤镇,毛里湖镇,
李家铺乡,毛里湖镇,
李屯乡,李屯莒镇,山东省
李市镇,石燕桥镇,四川省
李市乡,李市镇,重庆市
李桥公社,李桥乡,甘肃省
李桥乡,古楼镇,四川省
杨坪乡,兴平镇,四川省
杨家坊乡,码头铺镇,
洞市乡及方石坪镇,码头铺镇,
杨家坝乡,新发镇,
杨家岩街道,河西街道,
杨小街镇,宋集镇,
烈山镇,杨庄街道,安徽省
杨庄乡,杨庄街道,陕西省
杨村公社,杨村乡,四川省
杨村乡,红旗镇,四川省
杨村乡,杨村镇,河北省
杨板乡,修梅镇,湖南省
江阳乡,明月江街道,四川省
江阳乡,杨柳街道,四川省
杨柳乡,杨柳镇,云南省
杨柳乡,杨柳镇,安徽省
高桥乡,杨柳镇,安徽省
杨柳乡,杨柳镇,贵州省
杨柳镇,竹根镇,四川省
杨湾乡,苏稽镇,四川省
杨花乡,大瑶镇,湖南省
杰兴镇,东北镇,
杵坭乡,冷碛镇,
太平镇,叠溪镇,
松坪沟乡,叠溪镇,
石大关乡,叠溪镇,
西城镇,松山街道,山东省
松山镇,松山街道,贵州省
松木乡,黄沙湾街道,
松林镇,连山镇,四川省
板凳乡,沙溪镇,
板栗桠镇,水南镇,四川省
新胜乡,槐花镇,四川省
板桥乡,槐花镇,四川省
槐花乡,槐花镇,四川省
板桥公社,板桥乡,四川省
板桥乡,木鱼镇,四川省
双桥乡,板桥乡,重庆市
板桥乡,板桥镇,四川省
河口乡,板桥镇,四川省
板桥乡,孝坪镇,湖南省
区扩镇并乡后,保留板桥畲族乡,浙江省
板桥街道,徐圩街道,江苏省
鹿阜街道,板桥街道,云南省
板桥乡,板桥镇,甘肃省
板桥乡,板桥镇,贵州省
薛峰乡,板桥镇,陕西省
板桥乡,板桥镇,河南省
板桥镇,渠北镇,四川省
瓦岩乡,板桥镇,四川省
林丰乡,汪家镇,四川省
太傅乡,林城镇,浙江省
岩头乡,林城镇,湖南省
洒溪乡,林城镇,湖南省
莒蒲乡,林山乡,浙江省
林山乡,大兴回族乡,四川省
湖岭镇,林川镇,
湖岭镇,芳庄乡,
林里乡,复兴镇,
结绳墕乡,枣林乡,山西省
枣碧乡,思依镇,
枫木团苗族侗族乡,长铺子苗族侗族乡,
偕乐桥镇,灰汤镇,
枫木桥乡,灰汤镇,
枫林办,枫林镇,江西省
枫林市乡,枫林镇,湖南省
黄獭嘴镇,枫林镇,湖南省
孤山乡,枫林镇,浙江省
溪样乡,枫林镇,浙江省
枫香岗乡,大庸桥街道,湖南省
沙堤乡,大庸桥街道,湖南省
柏坪乡,星火镇,
柏垭乡,木马镇,
柏家乡,清河镇,
柏市镇,黄丰桥镇,
柘坝乡,王河镇,
柳塘乡,石滓镇,
柳树乡,升钟镇,四川省
宝林乡的7个村,柳树镇,黑龙江省
保家乡,杨柳乡,四川省
柳桥公社,柳桥镇,广西壮族自治区
东乡镇,蒲江街道,四川省
东林乡,蒲江街道,四川省
柳池镇,蒲江街道,四川省
柳池镇,塔山镇,四川省
高堰乡,塔山镇,四川省
柳溪乡,柳溪镇,
柳滩乡,河舒镇,
柳薄乡,禾库镇,湖南省
米良乡,禾库镇,湖南省
柳街镇,石羊镇,
柳驿乡,花罐镇,
栗坪乡,高村镇,
绿溪口乡,高村镇,
谷达坡乡,高村镇,
顶效镇,兴义市,贵州省
格塘镇,靖港镇,湖南省
"
烂坝子乡
",桂花乡,四川省
柿花乡,桂花乡,贵州省
滥坝乡,桂花乡,贵州省
桂花乡,李家镇,四川省
桂花人民公社,桂花乡,吉林省
桂花井镇,黄家镇,四川省
桂花园乡常青乡,桂花园乡,
桂花乡,桂花镇,云南省
桂花乡,桂花镇,四川省
南川乡,桂花镇,湖北省
磁峰镇,桂花镇,四川省
桃园乡,龙蟠镇,四川省
桃坪乡,热水河乡,四川省
桃坪乡,竹海镇,四川省
桐木溪乡,卢峰镇,
桐木溪乡,水东镇,
桐木溪乡,统溪河镇,
桐梓乡,桐梓镇,重庆市
桐梓镇,阳春镇,四川省
桤泉镇,隆兴镇,四川省
褡裢镇,桥东街道,河北省
市桥街道,东环街道,广东省
市桥街道,桥南街道,广东省
市桥街道,沙头街道,广东省
山南乡,桥头乡,河北省
留召乡,桥头乡,河北省
桥头乡,大桥头镇,河北省
教字场镇,桥头乡,湖南省
桥头乡,潭湾镇,湖南省
会潭乡,桥头乡,湖南省
桥头乡,桥头镇,甘肃省
桥楼公社,桥楼乡,四川省
桥楼乡,三锅镇,四川省
桥沟镇,金粟镇,四川省
桥龙乡,盐溪乡,
梅坪乡,瓦屋塘镇,
梅坪乡,金屋塘镇,
"梅家公社
",梅家公社乡,四川省
梅家乡,东坝镇,四川省
梅林桥镇,易俗河镇,
梅溪乡,洛王街道,湖南省
梅溪乡,梅溪镇,广西壮族自治区
梅溪乡,梅溪镇,福建省
梓橦庙镇,化成镇,
梓橦庙镇,天马山镇,
梓潼镇,观胜镇,四川省
梧凤乡,新场镇,
屠甸镇,梧桐街道,浙江省
三交乡,宜东镇,四川省
梨园乡,宜东镇,四川省
梨树乡,官渡镇,四川省
梨树公社,梨树乡,重庆市
梨树公社,梨树乡,黑龙江省
梨树公社,梨树镇,吉林省
福生庄乡,梨花镇,内蒙古自治区
库尔勒市,梨香街道办事处,
梵殿乡,芦溪镇,
棠华乡,药山镇,
渡口镇,药山镇,
椑南镇,椑木镇,四川省
楼子乡,七佛乡,
榕右乡,榕山镇,
槚山乡,网岭镇,
横山乡,外北乡,四川省
大华乡,龙潭镇,
横板桥乡,龙潭镇,
温水乡,龙潭镇,
横江桥乡,渠阳镇,
铺口乡,渠阳镇,
横铺乡,桃林镇,
檀木镇,麻柳镇,四川省
檀江乡,檀江街道,湖南省
檬双乡,双龙镇,
檬垭乡,三蛟镇,
歇马乡,华头镇,四川省
步云乡,白马镇,四川省
步云乡,古田镇,福建省
武德公社,武德乡,广西壮族自治区
武德乡,巡司镇,四川省
武棚乡,永乐镇,
八弓镇,武笔街道,
三和乡,崔家桥镇,
毓德铺镇,崔家桥镇,
毓秀苗族乡,九丝城镇,
毛坝公社,毛坝乡,湖南省
毛坝公社,毛坝乡,重庆市
毛坝乡,毛坝镇,湖北省
毛易镇,沙塘湾街道,湖南省
临夏市,民主乡,甘肃省
民主公社,民主乡,福建省
民主乡,继光镇,四川省
民主乡,民主镇,四川省
民主乡,民主镇,重庆市
榨溪乡,民主镇,陕西省
民主乡,民主镇,黑龙江省
金沙县,民兴街道,
莲峰乡,黄坪乡,云南省
黄华乡,黄坪乡,云南省
水口镇,水口街道,
清塘壮族乡,水口镇,湖南省
十二里半乡,水口镇,安徽省
武集乡,水口镇,安徽省
水口乡,水口镇,广西壮族自治区
水口乡,水口镇,湖南省
水口乡,水口镇,福建省
水口乡,水口镇,重庆市
水口乡,水口镇,陕西省
下堡镇,水口镇,广东省
宋声镇,水口镇,广东省
东郎乡,水口镇,贵州省
南江乡,水口镇,贵州省
安民乡,水口镇,贵州省
已流乡,水口镇,贵州省
水口镇,岩峰镇,四川省
青神乡,岩峰镇,四川省
罗汉镇,水口镇,四川省
水寨镇,水寨街道办事,
大坝镇,水寨镇,广东省
水寨镇,白云湖街道,山东省
水寨镇,白云湖镇,山东省
山巴乡,川主寺镇,四川省
水晶乡,川主寺镇,四川省
水清镇,四面山镇,
水田庄乡,祖师殿镇,
祖市殿镇,祖师殿镇,
水田羌族乡,古城镇,
水龙乡,中和镇,贵州省
巨野镇,风凰街道,山东省
永丰乡,永丰街道,湖北省
珉谷镇,永丰街道,贵州省
永丰镇,永丰街道,江西省
出布嘎乡,永丰镇,云南省
桥湾街道,永丰镇,安徽省
永丰乡,永丰镇,广东省
永丰乡,永丰镇,新疆维吾尔自治区
永丰镇,安丰镇,江苏省
永丰乡,永丰镇,河南省
八叠乡,永丰镇,浙江省
更楼乡,永丰镇,浙江省
沿溪乡,永丰镇,浙江省
永丰乡,永丰镇,甘肃省
永丰乡,永丰镇,重庆市
白洛乡,永丰镇,陕西省
永丰镇,双桥镇,四川省
如意镇,清溪镇,湖南省
永义乡,清溪镇,湖南省
三星镇,永兴街道,四川省
新城街道办事处,永发街道办事处,
永嘉乡,何市镇,四川省
永宁区,逸圃乡,云南省
永宁乡,江源镇,四川省
永宁乡,永宁镇,云南省
永宁镇,永宁街道,四川省
永宁乡,永宁镇,北京市
永宁乡,永宁镇,四川省
永宁乡,永宁镇,新疆维吾尔自治区
二源乡,永宁镇,江西省
永宁乡,永宁镇,甘肃省
湖北路街道,永安街道,江苏省
西关街道,永安街道,江苏省
永安镇,永安街道,湖北省
分永安镇,永安街道,重庆市
东郊乡,永安街道,湖南省
刘山乡,永安镇,四川省
下镇乡,永安镇,山东省
永安乡,永安镇,山东省
营口县,大石桥市,辽宁省
永安区,永安镇,安徽省
城关镇,永安镇,山西省
张庄乡,永安镇,山西省
永安乡撤,永安镇,广西壮族自治区
永安乡,永安镇,湖南省
永安乡,永安镇,重庆市
隆胜乡,永安镇,四川省
加楼乡,永安镇,山西省
桑原乡,永安镇,山西省
永安乡,永安镇,广西壮族自治区
白鹿,永安镇,贵州省
银匠山,永安镇,贵州省
崇新乡,永安镇,贵州省
永安乡,永安镇,贵州省
田坝乡,永安镇,贵州省
龙山乡,永安镇,贵州省
永安镇,都京街道,四川省
沙坪乡,永安镇,四川省
永富乡,陇东镇,四川省
永富乡,永富镇,黑龙江省
永庆公社,永庆乡,吉林省
永庆乡,大河镇,四川省
三会乡,永新镇,重庆市
紫荆乡,永新镇,重庆市
永新镇,新德镇,四川省
镇江街道,镇江公社,辽宁省
永昌镇,永昌街道,云南省
永昌公社,永昌街道,吉林省
成武镇,永昌街道,山东省
孟湖乡,永昌街道,浙江省
永昌镇,永昌街道,浙江省
永河镇,河清镇,
云溪乡,云溪镇,
永济乡,云溪镇,
永红公社,永红乡,四川省
永红乡,升钟镇,四川省
合并永红乡,永红街道,
清潭街道,永红街道,
永胜乡,街子镇,四川省
永胜公社,永胜乡,四川省
永胜公社,永胜乡,黑龙江省
永进乡,石桥镇,四川省
永阳镇,永阳街道办事处,江苏省
永青乡,吴场镇,
汇东乡,三汇镇,四川省
汇北乡,三汇镇,四川省
汇南乡,三汇镇,四川省
大河坎镇,中所营街道办事处,
赫章县,汉阳街道,贵州省
东兴街道,江北街道,吉林省
新建街道,江北街道,吉林省
板石镇,江北街道,吉林省
红旗街道,江北街道,吉林省
巴中市商贸园,江北街道,四川省
东瓯街道,瓯北街道,浙江省
江北街道,瓯北街道,浙江省
上卢镇,江北街道,浙江省
亭塘乡,江北街道,浙江省
黄旗镇,江北街道,重庆市
张岭街道,江北街道,陕西省
忠义乡,江北街道,陕西省
江口乡,江口街道,安徽省
江口镇,江口街道,广东省
江口镇,江口街道,浙江省
江普乡,杨家坝乡,
江河乡,新河镇,湖南省
江石乡,龙源镇,
江竹乡,树堡乡,
新城街道,东亭湖街道,
汨湖乡,走马坪白族乡,
汪峪街道办事处,千山街道办事处,辽宁省
汪峪街道办事处,千山街道,辽宁省
沈北街道,新城子街道,
中曹司街道,沙冲路街道,
太慈桥街道,沙冲路街道,
遵义路街道,沙冲路街道,
沙坝场乡,新宁镇,
沙坝镇,漫水湾镇,四川省
沙坝乡,沙坝镇,甘肃省
沙坝乡,沙坝镇,重庆市
沙坪公社,沙坪乡,山西省
沙沱乡,西宁镇,
罗山溪乡,西宁镇,
沙河街道,立山区,辽宁省
沙河乡,沙河镇,山东省
七里渠乡,沙河镇,北京市
沙河乡,沙河镇,吉林省
凤翔乡,沙河镇,四川省
沙河乡,沙河镇,四川省
沙河镇街道,沙河镇,四川省
麻柳乡,沙河镇,四川省
乐坝镇,沙河镇,四川省
蒲家乡,沙河镇,四川省
鱼洞乡,沙河镇,四川省
沙河乡,沙河镇,安徽省
珍珠镇,沙河镇,山东省
路旺镇,沙河镇,山东省
沙河公社,沙河镇,广西壮族自治区
顿谷公社,沙河镇,广西壮族自治区
沙河乡,沙河镇,江苏省
沙河乡,沙河镇,江西省
马踪滩乡,沙河镇,陕西省
城关镇,沙河镇,甘肃省
沙河镇,禾云镇,广东省
叶家镇,沙河镇,辽宁省
大台山镇,沙河镇,辽宁省
宋桥乡,沙泉乡,湖南省
沙溪公社,沙溪乡,湖南省
沙溪区,沙溪乡,福建省
沙溪乡,高桥镇,四川省
沙溪乡,下寺乡,四川省
